2023-10-04 15:11:58,739 p=3577 u=debian n=ansible | PLAY [local gen] ***************************************************************************************************************************************************************************************************************************
2023-10-05 14:33:10,318 p=5727 u=debian n=ansible | fatal: [10.0.0.3]: FAILED! => {"cache_update_time": 1696498705, "cache_updated": false, "changed": false, "msg": "'/usr/bin/apt-get -y -o \"Dpkg::Options::=--force-confdef\" -o \"Dpkg::Options::=--force-confold\"       install 'bird2=2.0.12-7'' failed: E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?\n", "rc": 100, "stderr": "E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?\n", "stderr_lines": ["E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'", "E: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'", "E: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?"], "stdout": "Reading package lists...\nBuilding dependency tree...\nReading state information...\nThe following additional packages will be installed:\n  libssh-gcrypt-4\nSuggested packages:\n  bird2-doc\nThe following NEW packages will be installed:\n  bird2 libssh-gcrypt-4\n0 upgraded, 2 newly installed, 0 to remove and 10 not upgraded.\nNeed to get 971 kB of archives.\nAfter this operation, 2233 kB of additional disk space will be used.\nGet:1 file:/etc/apt/mirrors/debian.list Mirrorlist [30 B]\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nErr:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\n  Temporary failure resolving 'deb.debian.org'\nErr:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\n  Temporary failure resolving 'deb.debian.org'\n", "stdout_lines": ["Reading package lists...", "Building dependency tree...", "Reading state information...", "The following additional packages will be installed:", "  libssh-gcrypt-4", "Suggested packages:", "  bird2-doc", "The following NEW packages will be installed:", "  bird2 libssh-gcrypt-4", "0 upgraded, 2 newly installed, 0 to remove and 10 not upgraded.", "Need to get 971 kB of archives.", "After this operation, 2233 kB of additional disk space will be used.", "Get:1 file:/etc/apt/mirrors/debian.list Mirrorlist [30 B]", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Err:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "  Temporary failure resolving 'deb.debian.org'", "Err:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "  Temporary failure resolving 'deb.debian.org'"]}
2023-10-05 14:33:10,379 p=5727 u=debian n=ansible | fatal: [10.0.0.4]: FAILED! => {"cache_update_time": 1696498705, "cache_updated": false, "changed": false, "msg": "'/usr/bin/apt-get -y -o \"Dpkg::Options::=--force-confdef\" -o \"Dpkg::Options::=--force-confold\"       install 'bird2=2.0.12-7'' failed: E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?\n", "rc": 100, "stderr": "E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?\n", "stderr_lines": ["E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'", "E: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'", "E: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?"], "stdout": "Reading package lists...\nBuilding dependency tree...\nReading state information...\nThe following additional packages will be installed:\n  libssh-gcrypt-4\nSuggested packages:\n  bird2-doc\nThe following NEW packages will be installed:\n  bird2 libssh-gcrypt-4\n0 upgraded, 2 newly installed, 0 to remove and 10 not upgraded.\nNeed to get 971 kB of archives.\nAfter this operation, 2233 kB of additional disk space will be used.\nGet:1 file:/etc/apt/mirrors/debian.list Mirrorlist [30 B]\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nErr:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\n  Temporary failure resolving 'deb.debian.org'\nErr:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\n  Temporary failure resolving 'deb.debian.org'\n", "stdout_lines": ["Reading package lists...", "Building dependency tree...", "Reading state information...", "The following additional packages will be installed:", "  libssh-gcrypt-4", "Suggested packages:", "  bird2-doc", "The following NEW packages will be installed:", "  bird2 libssh-gcrypt-4", "0 upgraded, 2 newly installed, 0 to remove and 10 not upgraded.", "Need to get 971 kB of archives.", "After this operation, 2233 kB of additional disk space will be used.", "Get:1 file:/etc/apt/mirrors/debian.list Mirrorlist [30 B]", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Err:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "  Temporary failure resolving 'deb.debian.org'", "Err:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "  Temporary failure resolving 'deb.debian.org'"]}
2023-10-05 14:33:10,469 p=5727 u=debian n=ansible | PLAY RECAP ************************************************************************************************************************************************
2023-10-05 14:33:10,470 p=5727 u=debian n=ansible | 10.0.0.2                   : ok=3    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:33:10,470 p=5727 u=debian n=ansible | 10.0.0.3                   : ok=2    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-10-05 14:33:10,471 p=5727 u=debian n=ansible | 10.0.0.4                   : ok=2    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-10-05 14:33:10,472 p=5727 u=debian n=ansible | 10.0.0.6                   : ok=2    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-10-05 14:33:10,472 p=5727 u=debian n=ansible | localhost                  : ok=3    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:45:56,185 p=6425 u=debian n=ansible | PLAY [on or off dhcp for ens5] ****************************************************************************************************************************
2023-10-05 14:45:56,199 p=6425 u=debian n=ansible | TASK [Gathering Facts] ************************************************************************************************************************************
2023-10-05 14:45:59,033 p=6425 u=debian n=ansible | ok: [10.0.0.2]
2023-10-05 14:45:59,035 p=6425 u=debian n=ansible | ok: [10.0.0.3]
2023-10-05 14:45:59,038 p=6425 u=debian n=ansible | ok: [10.0.0.6]
2023-10-05 14:45:59,129 p=6425 u=debian n=ansible | ok: [10.0.0.4]
2023-10-05 14:45:59,208 p=6425 u=debian n=ansible | TASK [Edit file systemd-network ens5] *********************************************************************************************************************
2023-10-05 14:46:00,969 p=6425 u=debian n=ansible | changed: [10.0.0.6]
2023-10-05 14:46:00,991 p=6425 u=debian n=ansible | changed: [10.0.0.4]
2023-10-05 14:46:00,996 p=6425 u=debian n=ansible | changed: [10.0.0.2]
2023-10-05 14:46:00,999 p=6425 u=debian n=ansible | changed: [10.0.0.3]
2023-10-05 14:46:01,122 p=6425 u=debian n=ansible | PLAY RECAP ************************************************************************************************************************************************
2023-10-05 14:46:01,123 p=6425 u=debian n=ansible | 10.0.0.2                   : ok=2    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:46:01,123 p=6425 u=debian n=ansible | 10.0.0.3                   : ok=2    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:46:01,124 p=6425 u=debian n=ansible | 10.0.0.4                   : ok=2    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:46:01,125 p=6425 u=debian n=ansible | 10.0.0.6                   : ok=2    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:50:02,802 p=6510 u=debian n=ansible | PLAY [on or off dhcp for ens5] ****************************************************************************************************************************
2023-10-05 14:50:02,816 p=6510 u=debian n=ansible | TASK [Gathering Facts] ************************************************************************************************************************************
2023-10-05 14:50:05,847 p=6510 u=debian n=ansible | ok: [10.0.0.2]
2023-10-05 14:50:05,889 p=6510 u=debian n=ansible | ok: [10.0.0.6]
2023-10-05 14:50:05,897 p=6510 u=debian n=ansible | ok: [10.0.0.3]
2023-10-05 14:50:05,978 p=6510 u=debian n=ansible | ok: [10.0.0.4]
2023-10-05 14:50:06,049 p=6510 u=debian n=ansible | TASK [Edit file systemd-network ens5] *********************************************************************************************************************
2023-10-05 14:50:07,922 p=6510 u=debian n=ansible | ok: [10.0.0.2]
2023-10-05 14:50:07,943 p=6510 u=debian n=ansible | ok: [10.0.0.6]
2023-10-05 14:50:07,955 p=6510 u=debian n=ansible | ok: [10.0.0.3]
2023-10-05 14:50:07,970 p=6510 u=debian n=ansible | ok: [10.0.0.4]
2023-10-05 14:50:08,104 p=6510 u=debian n=ansible | PLAY RECAP ************************************************************************************************************************************************
2023-10-05 14:50:08,105 p=6510 u=debian n=ansible | 10.0.0.2                   : ok=2    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:50:08,105 p=6510 u=debian n=ansible | 10.0.0.3                   : ok=2    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:50:08,105 p=6510 u=debian n=ansible | 10.0.0.4                   : ok=2    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:50:08,106 p=6510 u=debian n=ansible | 10.0.0.6                   : ok=2    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:50:33,215 p=6613 u=debian n=ansible | PLAY [on or off dhcp for ens5] ****************************************************************************************************************************
2023-10-05 14:50:33,230 p=6613 u=debian n=ansible | TASK [Gathering Facts] ************************************************************************************************************************************
2023-10-05 14:50:34,999 p=6613 u=debian n=ansible | ok: [10.0.0.2]
2023-10-05 14:50:35,062 p=6613 u=debian n=ansible | ok: [10.0.0.3]
2023-10-05 14:50:35,081 p=6613 u=debian n=ansible | ok: [10.0.0.4]
2023-10-05 14:50:35,087 p=6613 u=debian n=ansible | ok: [10.0.0.6]
2023-10-05 14:50:35,157 p=6613 u=debian n=ansible | TASK [Edit file systemd-network ens5] *********************************************************************************************************************
2023-10-05 14:50:36,864 p=6613 u=debian n=ansible | changed: [10.0.0.3]
2023-10-05 14:50:36,882 p=6613 u=debian n=ansible | changed: [10.0.0.4]
2023-10-05 14:50:36,887 p=6613 u=debian n=ansible | changed: [10.0.0.2]
2023-10-05 14:50:36,891 p=6613 u=debian n=ansible | changed: [10.0.0.6]
2023-10-05 14:50:36,991 p=6613 u=debian n=ansible | RUNNING HANDLER [restart system] **************************************************************************************************************************
2023-10-05 14:50:37,747 p=6613 u=debian n=ansible | changed: [10.0.0.2]
2023-10-05 14:50:37,772 p=6613 u=debian n=ansible | changed: [10.0.0.4]
2023-10-05 14:50:37,777 p=6613 u=debian n=ansible | changed: [10.0.0.3]
2023-10-05 14:50:37,781 p=6613 u=debian n=ansible | changed: [10.0.0.6]
2023-10-05 14:50:37,861 p=6613 u=debian n=ansible | PLAY RECAP ************************************************************************************************************************************************
2023-10-05 14:50:37,862 p=6613 u=debian n=ansible | 10.0.0.2                   : ok=3    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:50:37,863 p=6613 u=debian n=ansible | 10.0.0.3                   : ok=3    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:50:37,863 p=6613 u=debian n=ansible | 10.0.0.4                   : ok=3    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 14:50:37,864 p=6613 u=debian n=ansible | 10.0.0.6                   : ok=3    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 15:23:10,345 p=6906 u=debian n=ansible | PLAY [on or off dhcp for ens5] ****************************************************************************************************************************
2023-10-05 15:23:10,363 p=6906 u=debian n=ansible | TASK [Gathering Facts] ************************************************************************************************************************************
2023-10-05 15:23:14,402 p=6906 u=debian n=ansible | ok: [10.0.0.2]
2023-10-05 15:23:14,414 p=6906 u=debian n=ansible | ok: [10.0.0.3]
2023-10-05 15:23:14,457 p=6906 u=debian n=ansible | ok: [10.0.0.6]
2023-10-05 15:23:14,534 p=6906 u=debian n=ansible | ok: [10.0.0.4]
2023-10-05 15:23:14,644 p=6906 u=debian n=ansible | TASK [Edit file systemd-network ens5] *********************************************************************************************************************
2023-10-05 15:23:16,382 p=6906 u=debian n=ansible | ok: [10.0.0.3]
2023-10-05 15:23:16,404 p=6906 u=debian n=ansible | ok: [10.0.0.2]
2023-10-05 15:23:16,409 p=6906 u=debian n=ansible | ok: [10.0.0.6]
2023-10-05 15:23:16,412 p=6906 u=debian n=ansible | ok: [10.0.0.4]
2023-10-05 15:23:16,534 p=6906 u=debian n=ansible | PLAY RECAP ************************************************************************************************************************************************
2023-10-05 15:23:16,535 p=6906 u=debian n=ansible | 10.0.0.2                   : ok=2    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 15:23:16,535 p=6906 u=debian n=ansible | 10.0.0.3                   : ok=2    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 15:23:16,536 p=6906 u=debian n=ansible | 10.0.0.4                   : ok=2    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 15:23:16,536 p=6906 u=debian n=ansible | 10.0.0.6                   : ok=2    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 15:33:40,263 p=7261 u=debian n=ansible | PLAY [on or off dhcp for ens5] ****************************************************************************************************************************
2023-10-05 15:33:40,284 p=7261 u=debian n=ansible | TASK [Gathering Facts] ************************************************************************************************************************************
2023-10-05 15:33:43,187 p=7261 u=debian n=ansible | ok: [10.0.0.6]
2023-10-05 15:33:44,033 p=7261 u=debian n=ansible | ok: [10.0.0.4]
2023-10-05 15:33:44,525 p=7261 u=debian n=ansible | ok: [10.0.0.3]
2023-10-05 15:33:44,533 p=7261 u=debian n=ansible | ok: [10.0.0.2]
2023-10-05 15:33:44,634 p=7261 u=debian n=ansible | TASK [Edit file systemd-network ens5] *********************************************************************************************************************
2023-10-05 15:33:46,278 p=7261 u=debian n=ansible | changed: [10.0.0.4]
2023-10-05 15:33:46,295 p=7261 u=debian n=ansible | changed: [10.0.0.6]
2023-10-05 15:33:46,318 p=7261 u=debian n=ansible | changed: [10.0.0.2]
2023-10-05 15:33:46,330 p=7261 u=debian n=ansible | changed: [10.0.0.3]
2023-10-05 15:33:46,400 p=7261 u=debian n=ansible | RUNNING HANDLER [restart system] **************************************************************************************************************************
2023-10-05 15:33:47,124 p=7261 u=debian n=ansible | changed: [10.0.0.6]
2023-10-05 15:33:47,144 p=7261 u=debian n=ansible | changed: [10.0.0.3]
2023-10-05 15:33:47,147 p=7261 u=debian n=ansible | changed: [10.0.0.4]
2023-10-05 15:33:47,151 p=7261 u=debian n=ansible | changed: [10.0.0.2]
2023-10-05 15:33:47,214 p=7261 u=debian n=ansible | PLAY RECAP ************************************************************************************************************************************************
2023-10-05 15:33:47,215 p=7261 u=debian n=ansible | 10.0.0.2                   : ok=3    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 15:33:47,215 p=7261 u=debian n=ansible | 10.0.0.3                   : ok=3    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 15:33:47,216 p=7261 u=debian n=ansible | 10.0.0.4                   : ok=3    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2023-10-05 15:33:47,216 p=7261 u=debian n=ansible | 10.0.0.6                   : ok=3    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
